cfga,cfgm,dfga,dfgm,dist,drbc,ftast,game_id,opponent_id,orbc,pass,period,sast,season,spd,tchs,team_id,ufga,ufgm,team
54,27,51,26,9.99,81,6,21601225,1610612760,17,127,f,7,2016,0,127,1610612743,31,12,Nuggets
29,11,27,19,9.99,42,0,21700010,1610612762,26,127,f,1,2017,0,127,1610612743,46,23,Nuggets
40,18,29,15,9.99,51,2,21700035,1610612758,37,127,f,5,2017,0,127,1610612743,45,19,Nuggets
35,20,23,15,9.99,58,1,21700047,1610612764,23,127,f,5,2017,0,127,1610612743,45,19,Nuggets
49,25,18,9,9.99,46,0,21700055,1610612766,50,127,f,3,2017,0,127,1610612743,50,13,Nuggets
41,23,0,0,9.99,65,2,21700072,1610612737,40,127,f,1,2017,0,127,1610612743,50,19,Nuggets
50,24,0,0,9.99,60,2,21700087,1610612751,15,127,f,1,2017,0,127,1610612743,43,22,Nuggets
0,0,0,0,0,0,0,21700094,1610612752,0,0,f,0,2017,0,0,1610612743,0,0,Nuggets
0,0,0,0,0,0,0,21700094,1610612752,0,0,f,0,2017,0,0,1610612743,0,0,Nuggets
0,0,0,0,0,0,0,21700094,1610612752,0,0,f,0,2017,0,0,1610612743,0,0,Nuggets
36,20,0,0,9.99,46,1,21700114,1610612761,28,127,f,7,2017,0,127,1610612743,52,27,Nuggets
46,21,0,0,9.99,51,1,21700127,1610612748,32,127,f,4,2017,0,127,1610612743,34,15,Nuggets
41,25,0,0,9.99,55,1,21700135,1610612744,22,127,f,3,2017,0,127,1610612743,46,15,Nuggets
35,24,0,0,9.99,59,3,21700155,1610612751,16,127,f,1,2017,0,127,1610612743,54,20,Nuggets
39,19,34,18,9.99,60,2,21700168,1610612760,36,127,f,1,2017,0,127,1610612743,43,19,Nuggets
32,17,22,11,9.99,61,3,21700185,1610612753,32,127,f,5,2017,0,127,1610612743,55,29,Nuggets
38,15,21,14,9.99,39,1,21700198,1610612757,29,127,f,1,2017,0,127,1610612743,46,15,Nuggets
30,22,30,22,9.99,50,2,21700226,1610612740,23,127,f,9,2017,0,127,1610612743,59,34,Nuggets
35,14,33,26,9.99,56,3,21700240,1610612747,38,127,f,2,2017,0,127,1610612743,49,22,Nuggets
35,16,17,11,9.99,52,3,21700251,1610612758,31,127,f,1,2017,0,127,1610612743,50,26,Nuggets
39,21,29,20,9.99,44,1,21700259,1610612745,27,127,f,2,2017,0,127,1610612743,42,13,Nuggets
31,19,30,21,9.99,47,7,21700274,1610612763,31,127,f,0,2017,0,127,1610612743,48,21,Nuggets
28,10,25,14,9.99,68,2,21700301,1610612762,24,127,f,2,2017,0,127,1610612743,49,18,Nuggets
36,17,22,17,9.99,51,1,21700315,1610612741,28,127,f,4,2017,0,127,1610612743,47,21,Nuggets
36,16,33,19,9.99,62,0,21700332,1610612747,32,127,f,3,2017,0,127,1610612743,51,24,Nuggets
34,15,30,23,9.99,47,0,21700347,1610612742,35,127,f,3,2017,0,127,1610612743,56,23,Nuggets
32,12,38,23,9.99,53,0,21700360,1610612740,36,127,f,5,2017,0,127,1610612743,61,28,Nuggets
38,20,21,12,9.99,64,0,21700370,1610612753,25,127,f,2,2017,0,127,1610612743,47,22,Nuggets
35,12,31,22,9.99,59,0,21700387,1610612754,40,127,f,3,2017,0,127,1610612743,60,31,Nuggets
31,16,15,8,9.99,65,0,21700398,1610612765,16,127,f,2,2017,0,127,1610612743,48,24,Nuggets
49,17,35,18,9.99,56,1,21400011,1610612743,18,127,f,3,2014,0,127,1610612765,35,14,Pistons
47,23,31,18,9.99,49,0,21400017,1610612750,27,127,f,4,2014,0,127,1610612765,44,15,Pistons
47,19,31,19,9.99,49,2,21400033,1610612751,22,127,f,2,2014,0,127,1610612765,29,13,Pistons
63,24,20,9,9.99,55,4,21400061,1610612752,40,127,f,2,2014,0,127,1610612765,24,8,Pistons
49,23,18,9,9.99,53,2,21400076,1610612749,20,127,f,7,2014,0,127,1610612765,26,14,Pistons
58,21,34,17,9.99,53,1,21400091,1610612762,33,127,f,3,2014,0,127,1610612765,35,15,Pistons
57,23,34,20,9.99,58,1,21400101,1610612741,22,127,f,4,2014,0,127,1610612765,23,11,Pistons
53,24,34,18,9.99,54,1,21400109,1610612764,14,127,f,3,2014,0,127,1610612765,28,14,Pistons
49,22,29,10,9.99,64,1,21400129,1610612760,21,127,f,6,2014,0,127,1610612765,40,16,Pistons
53,21,53,21,9.99,66,2,21400136,1610612763,24,127,f,2,2014,0,127,1610612765,29,13,Pistons
48,22,31,17,9.99,47,0,21400150,1610612753,25,127,f,4,2014,0,127,1610612765,32,10,Pistons
59,23,21,13,9.99,38,0,21400165,1610612756,29,127,f,3,2014,0,127,1610612765,28,10,Pistons
58,23,27,15,9.99,53,1,21400174,1610612737,30,127,f,4,2014,0,127,1610612765,25,8,Pistons
49,24,45,18,9.99,58,2,21400207,1610612749,18,127,f,6,2014,0,127,1610612765,29,12,Pistons
51,21,30,15,9.99,45,4,21400216,1610612746,16,127,f,3,2014,0,127,1610612765,27,14,Pistons
49,22,22,15,9.99,37,1,21400226,1610612749,26,127,f,7,2014,0,127,1610612765,34,12,Pistons
56,19,27,15,9.99,40,2,21400243,1610612744,25,127,f,8,2014,0,127,1610612765,35,14,Pistons
56,22,29,13,9.99,47,1,21400255,1610612747,25,127,f,4,2014,0,127,1610612765,34,11,Pistons
62,28,35,11,9.99,53,4,21400265,1610612738,31,127,f,3,2014,0,127,1610612765,40,9,Pistons
54,23,42,23,9.99,58,2,21400288,1610612755,22,127,f,5,2014,0,127,1610612765,33,11,Pistons
43,21,36,21,9.99,57,3,21400297,1610612760,18,127,f,8,2014,0,127,1610612765,33,13,Pistons
64,24,36,24,9.99,44,0,21400309,1610612757,25,127,f,9,2014,0,127,1610612765,33,10,Pistons
59,28,22,16,9.99,51,4,21400337,1610612756,21,127,f,1,2014,0,127,1610612765,25,12,Pistons
45,17,36,13,9.99,64,4,21400347,1610612758,13,127,f,3,2014,0,127,1610612765,34,18,Pistons
48,22,22,12,9.99,38,3,21400362,1610612746,28,127,f,5,2014,0,127,1610612765,35,13,Pistons
45,20,24,13,9.99,48,1,21400372,1610612742,25,127,f,5,2014,0,127,1610612765,44,20,Pistons
59,22,41,27,9.99,46,2,21400387,1610612761,21,127,f,9,2014,0,127,1610612765,35,19,Pistons
50,25,26,15,9.99,47,4,21400403,1610612751,32,127,f,6,2014,0,127,1610612765,41,15,Pistons
47,28,35,20,9.99,52,4,21400435,1610612754,16,127,f,6,2014,0,127,1610612765,39,19,Pistons
51,20,36,24,9.99,48,2,21400453,1610612739,24,127,f,3,2014,0,127,1610612765,40,21,Pistons
44,21,36,21,9.99,51,3,21400465,1610612753,23,127,f,6,2014,0,127,1610612765,42,19,Pistons
42,21,18,7,9.99,66,3,21400487,1610612752,14,127,f,2,2014,0,127,1610612765,34,17,Pistons
35,16,30,14,9.99,59,1,21400504,1610612758,16,127,f,3,2014,0,127,1610612765,56,29,Pistons
61,29,43,27,9.99,49,1,21400521,1610612759,27,127,f,3,2014,0,127,1610612765,26,12,Pistons
66,29,28,16,9.99,69,3,21400529,1610612742,30,127,f,4,2014,0,127,1610612765,31,14,Pistons
54,21,28,14,9.99,49,2,21400540,1610612737,24,127,f,3,2014,0,127,1610612765,42,17,Pistons
40,17,35,17,9.99,52,2,21400551,1610612751,18,127,f,10,2014,0,127,1610612765,40,17,Pistons
56,22,42,29,9.99,43,0,21400565,1610612761,30,127,f,4,2014,0,127,1610612765,40,19,Pistons
43,19,36,17,9.99,42,0,21400577,1610612740,11,127,f,5,2014,0,127,1610612765,30,15,Pistons
56,19,32,18,9.99,53,3,21400587,1610612754,26,127,f,1,2014,0,127,1610612765,29,13,Pistons
39,14,30,16,9.99,45,2,21400601,1610612755,33,127,f,4,2014,0,127,1610612765,49,24,Pistons
46,16,33,18,9.99,55,2,21400613,1610612737,30,127,f,6,2014,0,127,1610612765,36,13,Pistons
62,31,48,25,9.99,57,3,21400629,1610612753,18,127,f,9,2014,0,127,1610612765,32,18,Pistons
53,16,25,11,9.99,46,3,21400653,1610612749,22,127,f,7,2014,0,127,1610612765,33,15,Pistons
54,25,27,17,9.99,40,2,21400664,1610612761,22,127,f,9,2014,0,127,1610612765,36,16,Pistons
52,21,29,12,9.99,50,3,21400676,1610612739,25,127,f,6,2014,0,127,1610612765,31,14,Pistons
56,18,38,14,9.99,43,3,21400682,1610612755,19,127,f,8,2014,0,127,1610612765,19,5,Pistons
46,25,38,18,9.99,46,3,21400709,1610612745,20,127,f,7,2014,0,127,1610612765,36,16,Pistons
62,26,30,15,9.99,53,2,21400727,1610612748,20,127,f,3,2014,0,127,1610612765,26,16,Pistons
57,28,31,21,9.99,34,0,21400731,1610612754,22,127,f,5,2014,0,127,1610612765,30,15,Pistons
52,24,29,11,9.99,54,3,21400751,1610612743,18,127,f,5,2014,0,127,1610612765,30,13,Pistons
37,21,25,17,9.99,32,1,21400769,1610612750,20,127,f,7,2014,0,127,1610612765,42,16,Pistons
53,23,33,16,9.99,60,4,21400783,1610612766,14,127,f,2,2014,0,127,1610612765,30,14,Pistons
57,20,30,17,9.99,46,0,21400790,1610612759,17,127,f,1,2014,0,127,1610612765,24,13,Pistons
55,28,38,21,9.99,53,5,21400806,1610612741,18,127,f,2,2014,0,127,1610612765,29,10,Pistons
50,23,40,24,9.99,52,3,21400823,1610612764,22,127,f,7,2014,0,127,1610612765,39,14,Pistons
53,22,19,11,9.99,43,2,21400839,1610612739,24,127,f,3,2014,0,127,1610612765,29,11,Pistons
69,29,52,19,9.99,67,5,21400860,1610612752,28,127,f,6,2014,0,127,1610612765,28,10,Pistons
48,25,34,21,9.99,47,2,21400870,1610612764,18,127,f,3,2014,0,127,1610612765,31,13,Pistons
61,22,55,28,9.99,66,1,21400903,1610612740,28,127,f,6,2014,0,127,1610612765,32,16,Pistons
61,23,48,23,9.99,56,1,21400917,1610612745,30,127,f,7,2014,0,127,1610612765,41,14,Pistons
60,26,29,14,9.99,40,3,21400934,1610612766,23,127,f,6,2014,0,127,1610612765,29,13,Pistons
44,20,22,14,9.99,46,3,21400951,1610612747,22,127,f,6,2014,0,127,1610612765,39,12,Pistons
72,29,29,19,9.99,43,1,21400960,1610612744,32,127,f,1,2014,0,127,1610612765,28,13,Pistons
55,30,22,15,9.99,38,1,21400975,1610612757,13,127,f,3,2014,0,127,1610612765,36,11,Pistons
56,21,37,21,9.99,45,5,21400980,1610612762,26,127,f,7,2014,0,127,1610612765,28,11,Pistons
47,22,39,16,9.99,42,1,21401000,1610612763,14,127,f,8,2014,0,127,1610612765,36,17,Pistons
51,15,49,17,9.99,51,0,21401006,1610612755,26,127,f,3,2014,0,127,1610612765,37,14,Pistons
43,20,28,12,9.99,58,1,21401033,1610612741,13,127,f,5,2014,0,127,1610612765,47,24,Pistons
46,24,31,11,9.99,78,4,21401043,1610612738,21,127,f,5,2014,0,127,1610612765,43,15,Pistons
55,21,31,13,9.99,37,1,21401054,1610612761,29,127,f,8,2014,0,127,1610612765,38,19,Pistons
55,28,34,22,9.99,45,1,21401074,1610612753,21,127,f,2,2014,0,127,1610612765,35,14,Pistons
45,21,36,20,9.99,46,0,21401096,1610612748,25,127,f,9,2014,0,127,1610612765,38,19,Pistons
44,22,22,10,9.99,42,2,21401109,1610612737,17,127,f,2,2014,0,127,1610612765,39,19,Pistons
51,20,24,12,9.99,61,0,21401112,1610612766,19,127,f,7,2014,0,127,1610612765,37,11,Pistons
39,19,37,18,9.99,55,0,21401131,1610612741,20,127,f,3,2014,0,127,1610612765,35,13,Pistons
41,23,27,12,9.99,43,1,21401139,1610612748,15,127,f,8,2014,0,127,1610612765,32,13,Pistons
52,27,19,9,9.99,42,2,21401164,1610612738,15,127,f,6,2014,0,127,1610612765,32,18,Pistons
57,26,26,14,9.99,41,1,21401179,1610612754,20,127,f,3,2014,0,127,1610612765,32,14,Pistons
47,19,21,12,9.99,59,5,21401195,1610612766,20,127,f,5,2014,0,127,1610612765,34,22,Pistons
51,27,31,18,9.99,40,3,21401203,1610612739,16,127,f,5,2014,0,127,1610612765,32,11,Pistons
41,24,34,16,9.99,53,2,21401226,1610612752,18,127,f,3,2014,0,127,1610612765,40,17,Pistons
59,25,29,16,9.99,62,3,21500001,1610612737,49,127,f,6,2014,0,127,1610612765,37,12,Pistons
59,25,29,16,9.99,62,3,21500001,1610612737,49,127,f,6,2015,0,127,1610612765,37,12,Pistons
49,21,42,25,9.99,58,4,21500007,1610612762,16,127,f,5,2015,0,127,1610612765,25,9,Pistons
64,27,22,12,9.99,63,3,21500025,1610612741,41,127,f,6,2015,0,127,1610612765,40,12,Pistons
52,21,13,6,9.99,56,1,21500054,1610612754,35,127,f,4,2015,0,127,1610612765,34,12,Pistons
43,21,31,18,9.99,63,5,21500082,1610612756,16,127,f,3,2015,0,127,1610612765,31,16,Pistons
56,31,14,9,9.99,44,1,21500098,1610612757,27,127,f,1,2015,0,127,1610612765,40,16,Pistons
49,21,0,0,9.99,71,0,21500104,1610612744,28,127,f,3,2015,0,127,1610612765,36,19,Pistons
40,18,37,21,9.99,47,0,21500122,1610612758,27,127,f,2,2015,0,127,1610612765,49,16,Pistons
54,23,43,15,9.99,62,0,21500104,1610612744,30,127,f,4,2015,0,127,1610612765,31,17,Pistons
40,20,28,15,9.99,52,2,21500138,1610612746,22,127,f,4,2015,0,127,1610612765,34,13,Pistons
61,22,20,13,9.99,62,2,21500151,1610612747,33,127,f,3,2015,0,127,1610612765,35,13,Pistons
42,22,24,13,9.99,50,3,21500160,1610612739,30,127,f,6,2015,0,127,1610612765,42,14,Pistons
51,28,18,12,9.99,63,2,21500181,1610612750,21,127,f,4,2015,0,127,1610612765,36,12,Pistons
41,17,35,21,9.99,55,3,21500192,1610612764,14,127,f,6,2015,0,127,1610612765,38,19,Pistons
57,20,39,21,9.99,52,2,21500205,1610612749,39,127,f,5,2015,0,127,1610612765,34,11,Pistons
60,25,32,20,9.99,63,1,21500218,1610612748,27,127,f,6,2015,0,127,1610612765,38,16,Pistons
42,17,27,18,9.99,42,0,21500234,1610612760,31,127,f,1,2015,0,127,1610612765,48,14,Pistons
68,19,19,7,9.99,52,0,21500248,1610612751,40,127,f,1,2015,0,127,1610612765,33,15,Pistons
48,28,50,20,9.99,71,0,21500254,1610612745,25,127,f,4,2015,0,127,1610612765,37,17,Pistons
48,23,38,23,9.99,67,3,21500270,1610612756,30,127,f,4,2015,0,127,1610612765,39,21,Pistons
50,20,38,21,9.99,63,2,21500285,1610612749,25,127,f,5,2015,0,127,1610612765,32,14,Pistons
54,24,22,11,9.99,65,1,21500301,1610612747,31,127,f,3,2015,0,127,1610612765,39,17,Pistons
40,17,29,21,9.99,73,2,21500304,1610612766,23,127,f,3,2015,0,127,1610612765,47,15,Pistons
49,22,36,16,9.99,65,2,21500322,1610612763,30,127,f,3,2015,0,127,1610612765,38,15,Pistons
57,28,50,23,9.99,54,3,21500335,1610612755,32,127,f,4,2015,0,127,1610612765,36,15,Pistons
46,21,19,13,9.99,54,2,21500346,1610612754,16,127,f,5,2015,0,127,1610612765,44,24,Pistons
59,23,26,14,9.99,64,4,21500359,1610612746,30,127,f,4,2015,0,127,1610612765,30,14,Pistons
57,28,32,18,9.99,54,3,21500374,1610612738,18,127,f,4,2015,0,127,1610612765,21,10,Pistons
74,38,41,23,9.99,91,6,21500391,1610612741,39,127,f,6,2015,0,127,1610612765,50,18,Pistons
44,18,27,15,9.99,56,1,21500420,1610612748,25,127,f,7,2015,0,127,1610612765,34,17,Pistons
56,26,28,14,9.99,56,1,21500429,1610612737,24,127,f,6,2015,0,127,1610612765,33,12,Pistons
61,27,35,25,9.99,51,3,21500446,1610612738,40,127,f,1,2015,0,127,1610612765,30,8,Pistons
47,19,28,13,9.99,40,2,21500469,1610612752,29,127,f,3,2015,0,127,1610612765,42,18,Pistons
45,24,28,12,9.99,65,1,21500486,1610612750,27,127,f,5,2015,0,127,1610612765,41,17,Pistons
63,23,23,14,9.99,55,3,21500498,1610612754,28,127,f,7,2015,0,127,1610612765,30,10,Pistons
52,22,23,16,9.99,60,1,21500514,1610612753,31,127,f,4,2015,0,127,1610612765,36,21,Pistons
41,17,42,19,9.99,64,1,21500528,1610612738,28,127,f,7,2015,0,127,1610612765,33,16,Pistons
53,28,33,21,9.99,60,1,21500553,1610612751,24,127,f,6,2015,0,127,1610612765,39,15,Pistons
60,30,29,16,9.99,54,4,21500570,1610612759,26,127,f,5,2015,0,127,1610612765,31,8,Pistons
35,15,25,19,9.99,43,1,21500589,1610612763,20,127,f,3,2015,0,127,1610612765,37,22,Pistons
65,31,36,19,9.99,61,2,21500605,1610612744,25,127,f,3,2015,0,127,1610612765,36,16,Pistons
60,28,21,12,9.99,47,1,21500619,1610612741,44,127,f,5,2015,0,127,1610612765,35,14,Pistons
36,17,53,22,9.99,69,5,21500635,1610612745,33,127,f,6,2015,0,127,1610612765,44,21,Pistons
49,23,32,18,9.99,47,2,21500641,1610612740,34,127,f,3,2015,0,127,1610612765,42,15,Pistons
43,21,20,11,9.99,58,3,21500661,1610612743,25,127,f,7,2015,0,127,1610612765,41,19,Pistons
44,19,23,10,9.99,62,5,21500673,1610612762,15,127,f,7,2015,0,127,1610612765,31,15,Pistons
58,25,39,24,9.99,50,3,21500686,1610612755,34,127,f,1,2015,0,127,1610612765,33,14,Pistons
53,24,13,7,9.99,48,1,21500699,1610612739,27,127,f,5,2015,0,127,1610612765,31,16,Pistons
45,23,28,16,9.99,55,5,21500708,1610612761,34,127,f,2,2015,0,127,1610612765,43,16,Pistons
56,24,30,13,9.99,47,3,21500722,1610612751,29,127,f,4,2015,0,127,1610612765,42,18,Pistons
38,15,40,27,9.99,55,1,21500737,1610612738,27,127,f,5,2015,0,127,1610612765,47,17,Pistons
53,24,25,14,9.99,59,4,21500746,1610612752,15,127,f,3,2015,0,127,1610612765,26,16,Pistons
40,19,26,19,9.99,53,4,21500762,1610612754,26,127,f,4,2015,0,127,1610612765,40,19,Pistons
41,17,22,14,9.99,37,1,21500779,1610612761,22,127,f,7,2015,0,127,1610612765,39,19,Pistons
43,22,41,24,9.99,55,0,21500794,1610612743,18,127,f,6,2015,0,127,1610612765,45,16,Pistons
48,22,18,9,9.99,48,1,21500806,1610612764,20,127,f,4,2015,0,127,1610612765,34,13,Pistons
41,18,26,12,9.99,52,4,21500823,1610612740,22,127,f,4,2015,0,127,1610612765,48,19,Pistons
45,24,20,13,9.99,58,4,21500833,1610612739,14,127,f,5,2015,0,127,1610612765,35,13,Pistons
42,22,31,17,9.99,63,4,21500847,1610612755,17,127,f,6,2015,0,127,1610612765,41,17,Pistons
45,18,36,17,9.99,68,2,21500873,1610612749,26,127,f,6,2015,0,127,1610612765,43,19,Pistons
34,21,22,13,9.99,54,1,21500879,1610612761,13,127,f,7,2015,0,127,1610612765,37,20,Pistons
44,18,15,12,9.99,52,2,21500905,1610612759,14,127,f,3,2015,0,127,1610612765,34,13,Pistons
54,27,27,20,9.99,48,0,21500923,1610612752,26,127,f,1,2015,0,127,1610612765,38,9,Pistons
56,29,32,15,9.99,58,2,21500934,1610612757,15,127,f,6,2015,0,127,1610612765,28,15,Pistons
44,21,18,13,9.99,60,2,21500954,1610612742,24,127,f,7,2015,0,127,1610612765,41,17,Pistons
41,21,18,11,9.99,48,2,21500963,1610612766,10,127,f,5,2015,0,127,1610612765,35,15,Pistons
52,27,27,11,9.99,57,2,21500976,1610612755,24,127,f,5,2015,0,127,1610612765,39,22,Pistons
40,20,30,17,9.99,41,1,21500989,1610612764,20,127,f,3,2015,0,127,1610612765,39,12,Pistons
53,26,22,13,9.99,53,1,21501007,1610612737,22,127,f,4,2015,0,127,1610612765,31,13,Pistons
52,25,42,31,9.99,51,2,21501022,1610612758,27,127,f,6,2015,0,127,1610612765,40,19,Pistons
58,29,25,17,9.99,53,3,21501030,1610612751,25,127,f,6,2015,0,127,1610612765,36,17,Pistons
53,23,18,10,9.99,46,1,21501047,1610612749,22,127,f,5,2015,0,127,1610612765,32,12,Pistons
52,31,40,19,9.99,70,3,21501058,1610612753,13,127,f,6,2015,0,127,1610612765,28,12,Pistons
55,31,23,15,9.99,70,3,21501074,1610612766,21,127,f,5,2015,0,127,1610612765,36,11,Pistons
55,23,22,11,9.99,52,2,21501085,1610612737,30,127,f,7,2015,0,127,1610612765,33,11,Pistons
58,23,24,12,9.99,70,2,21501110,1610612760,29,127,f,6,2015,0,127,1610612765,29,10,Pistons
41,13,14,12,9.99,54,4,21501129,1610612742,23,127,f,4,2015,0,127,1610612765,40,18,Pistons
45,15,35,13,9.99,59,3,21501139,1610612741,20,127,f,7,2015,0,127,1610612765,31,17,Pistons
43,18,28,18,9.99,51,1,21501155,1610612748,26,127,f,3,2015,0,127,1610612765,37,14,Pistons
47,23,26,16,9.99,51,2,21501166,1610612753,23,127,f,5,2015,0,127,1610612765,39,16,Pistons
34,14,29,18,9.99,62,2,21501182,1610612764,16,127,f,2,2015,0,127,1610612765,43,22,Pistons
59,26,23,13,9.99,49,0,21501213,1610612748,31,127,f,0,2015,0,127,1610612765,25,8,Pistons
38,9,25,12,9.99,59,5,21501220,1610612739,17,127,f,5,2015,0,127,1610612765,47,28,Pistons
38,16,23,13,9.99,60,0,41500101,1610612739,11,127,f,7,2015,0,127,1610612765,35,21,Pistons
47,22,14,4,9.99,52,2,41500102,1610612739,21,127,f,6,2015,0,127,1610612765,31,12,Pistons
45,25,28,19,9.99,49,0,41500103,1610612739,17,127,f,4,2015,0,127,1610612765,29,11,Pistons
40,20,25,10,9.99,59,2,41500104,1610612739,19,127,f,3,2015,0,127,1610612765,36,17,Pistons
51,25,41,22,9.99,75,3,21600007,1610612761,20,127,f,3,2016,0,127,1610612765,33,10,Pistons
53,27,34,16,9.99,79,1,21600020,1610612753,20,127,f,5,2016,0,127,1610612765,42,21,Pistons
46,23,31,16,9.99,74,4,21600038,1610612749,32,127,f,2,2016,0,127,1610612765,42,16,Pistons
51,25,24,14,9.99,66,0,21600050,1610612752,23,127,f,4,2016,0,127,1610612765,38,16,Pistons
55,21,36,21,9.99,48,1,21600057,1610612751,22,127,f,4,2016,0,127,1610612765,33,16,Pistons
43,22,44,19,9.99,73,2,21600082,1610612743,10,127,f,5,2016,0,127,1610612765,40,18,Pistons
50,21,16,9,9.99,37,4,21600098,1610612746,25,127,f,5,2016,0,127,1610612765,32,9,Pistons
46,13,28,14,9.99,56,4,21600113,1610612756,21,127,f,0,2016,0,127,1610612765,43,19,Pistons
31,18,23,14,9.99,68,3,21600127,1610612759,21,127,f,2,2016,0,127,1610612765,45,14,Pistons
49,28,30,14,9.99,53,2,21600138,1610612743,27,127,f,6,2016,0,127,1610612765,41,18,Pistons
60,30,31,13,9.99,71,3,21600147,1610612760,15,127,f,7,2016,0,127,1610612765,32,13,Pistons
40,22,31,17,9.99,79,2,21600162,1610612752,19,127,f,4,2016,0,127,1610612765,45,20,Pistons
47,12,23,12,9.99,56,2,21600175,1610612739,28,127,f,4,2016,0,127,1610612765,46,17,Pistons
48,20,22,10,9.99,60,1,21600188,1610612738,32,127,f,5,2016,0,127,1610612765,38,17,Pistons
56,21,35,20,9.99,46,3,21600203,1610612745,23,127,f,1,2016,0,127,1610612765,31,15,Pistons
51,23,28,18,9.99,66,3,21600218,1610612748,28,127,f,3,2016,0,127,1610612765,30,17,Pistons
51,25,16,6,9.99,52,0,21600230,1610612746,15,127,f,9,2016,0,127,1610612765,39,22,Pistons
46,23,33,18,9.99,52,2,21600242,1610612760,20,127,f,2,2016,0,127,1610612765,36,14,Pistons
48,26,22,12,9.99,57,1,21600260,1610612766,16,127,f,5,2016,0,127,1610612765,44,19,Pistons
48,25,29,13,9.99,68,0,21600267,1610612738,22,127,f,6,2016,0,127,1610612765,39,23,Pistons
51,27,25,8,9.99,67,2,21600288,1610612737,19,127,f,7,2016,0,127,1610612765,38,21,Pistons
45,19,18,12,9.99,48,3,21600300,1610612753,26,127,f,7,2016,0,127,1610612765,41,19,Pistons
52,21,35,18,9.99,72,3,21600317,1610612741,18,127,f,5,2016,0,127,1610612765,36,19,Pistons
56,25,24,10,9.99,81,2,21600321,1610612766,17,127,f,5,2016,0,127,1610612765,33,9,Pistons
39,20,33,15,9.99,53,3,21600342,1610612750,31,127,f,6,2016,0,127,1610612765,45,22,Pistons
51,19,25,20,9.99,40,0,21600356,1610612755,25,127,f,2,2016,0,127,1610612765,31,13,Pistons
44,25,12,9,9.99,64,1,21600381,1610612742,20,127,f,3,2016,0,127,1610612765,27,11,Pistons
53,28,17,11,9.99,46,1,21600389,1610612764,20,127,f,4,2016,0,127,1610612765,33,14,Pistons
43,17,37,24,9.99,55,1,21600400,1610612754,22,127,f,4,2016,0,127,1610612765,41,15,Pistons
42,20,22,11,9.99,49,2,21600414,1610612741,26,127,f,1,2016,0,127,1610612765,41,14,Pistons
38,15,25,8,9.99,56,3,21600431,1610612763,20,127,f,2,2016,0,127,1610612765,34,11,Pistons
43,20,19,15,9.99,47,4,21600446,1610612744,12,127,f,5,2016,0,127,1610612765,42,23,Pistons
44,15,27,15,9.99,52,2,21600464,1610612739,17,127,f,4,2016,0,127,1610612765,49,26,Pistons
46,21,34,22,9.99,51,0,21600479,1610612749,33,127,f,8,2016,0,127,1610612765,42,18,Pistons
48,22,34,22,9.99,53,5,21600498,1610612737,27,127,f,1,2016,0,127,1610612765,36,13,Pistons
53,25,23,12,9.99,54,6,21600509,1610612748,26,127,f,6,2016,0,127,1610612765,33,17,Pistons
57,29,16,9,9.99,42,1,21600523,1610612754,32,127,f,5,2016,0,127,1610612765,40,19,Pistons
66,40,24,14,9.99,63,1,21600559,1610612757,19,127,f,6,2016,0,127,1610612765,39,14,Pistons
41,14,26,12,9.99,51,2,21600579,1610612758,19,127,f,3,2016,0,127,1610612765,41,22,Pistons
44,27,26,14,9.99,47,1,21600590,1610612744,18,127,f,3,2016,0,127,1610612765,44,16,Pistons
43,19,21,13,9.99,52,2,21600600,1610612762,20,127,f,2,2016,0,127,1610612765,33,11,Pistons
55,25,31,15,9.99,77,1,21600612,1610612747,26,127,f,3,2016,0,127,1610612765,40,16,Pistons
50,28,23,11,9.99,71,6,21600633,1610612737,30,127,f,9,2016,0,127,1610612765,41,17,Pistons
44,21,25,11,9.99,67,2,21600651,1610612764,26,127,f,5,2016,0,127,1610612765,43,22,Pistons
36,19,39,24,9.99,58,3,21600669,1610612758,15,127,f,7,2016,0,127,1610612765,46,22,Pistons
57,33,31,12,9.99,50,0,21600705,1610612748,25,127,f,1,2016,0,127,1610612765,32,13,Pistons
50,27,24,13,9.99,64,2,21600721,1610612738,16,127,f,3,2016,0,127,1610612765,47,16,Pistons
48,26,32,25,9.99,62,5,21600735,1610612740,9,127,f,5,2016,0,127,1610612765,40,22,Pistons
54,22,35,21,9.99,61,1,21600748,1610612750,29,127,f,3,2016,0,127,1610612765,44,22,Pistons
48,18,22,13,9.99,65,3,21600757,1610612754,21,127,f,2,2016,0,127,1610612765,27,13,Pistons
65,37,40,19,9.99,70,0,21600773,1610612755,37,127,f,4,2016,0,127,1610612765,34,9,Pistons
52,26,31,16,9.99,65,1,21600786,1610612747,23,127,f,6,2016,0,127,1610612765,45,25,Pistons
53,24,28,18,9.99,45,2,21600801,1610612759,19,127,f,3,2016,0,127,1610612765,39,15,Pistons
41,21,18,10,9.99,53,1,21600818,1610612761,19,127,f,2,2016,0,127,1610612765,43,15,Pistons
52,23,22,12,9.99,52,3,21600824,1610612749,28,127,f,7,2016,0,127,1610612765,26,11,Pistons
45,21,18,9,9.99,70,4,21600839,1610612742,24,127,f,7,2016,0,127,1610612765,38,15,Pistons
54,23,31,19,9.99,74,1,21600851,1610612766,24,127,f,8,2016,0,127,1610612765,53,21,Pistons
