blk,blka,game_id,opp_pts_2nd_chance,opp_pts_fb,opp_pts_off_tov,opp_pts_paint,opponent_id,period,pf,pfd,pts_2nd_chance,pts_fb,pts_off_tov,pts_paint,season,team_id,team
4,3,21100392,13,7,12,48,1610612753,f,17,21,7,10,20,44,2011,1610612737,Hawks
4,6,21100411,14,21,17,44,1610612748,f,19,14,19,15,9,28,2011,1610612737,Hawks
8,7,21100428,18,7,15,44,1610612747,f,15,13,13,14,21,28,2011,1610612737,Hawks
5,6,21100439,13,20,12,42,1610612756,f,21,17,9,14,19,42,2011,1610612737,Hawks
4,5,21100459,18,8,9,34,1610612757,f,19,14,6,9,11,34,2011,1610612737,Hawks
10,5,21100470,18,14,11,36,1610612741,f,17,16,4,18,12,26,2011,1610612737,Hawks
2,3,21100492,19,13,30,54,1610612752,f,23,16,13,17,10,38,2011,1610612737,Hawks
4,8,21100500,9,14,23,36,1610612753,f,12,19,18,25,14,38,2011,1610612737,Hawks
7,9,21100516,8,12,13,40,1610612744,f,14,18,21,11,7,42,2011,1610612737,Hawks
4,0,21100530,7,13,25,34,1610612749,f,19,22,15,17,15,46,2011,1610612737,Hawks
2,10,21100540,11,20,16,26,1610612760,f,22,23,16,4,22,42,2011,1610612737,Hawks
5,5,21100564,9,5,13,36,1610612754,f,28,23,15,2,13,36,2011,1610612737,Hawks
2,7,21100573,7,17,32,40,1610612748,f,22,12,10,19,18,38,2011,1610612737,Hawks
5,4,21100587,13,6,14,44,1610612765,f,17,22,8,13,20,36,2011,1610612737,Hawks
5,5,21100609,10,15,15,40,1610612758,f,16,21,17,21,23,46,2011,1610612737,Hawks
2,4,21100624,7,19,16,60,1610612743,f,19,20,14,15,23,42,2011,1610612737,Hawks
2,5,21100636,10,9,15,40,1610612746,f,15,19,6,6,11,24,2011,1610612737,Hawks
4,6,21100646,11,5,11,38,1610612764,f,12,16,7,30,37,38,2011,1610612737,Hawks
7,4,21100662,17,4,13,40,1610612739,f,16,16,20,14,21,48,2011,1610612737,Hawks
2,6,21100672,4,10,22,20,1610612738,f,19,23,13,8,15,26,2011,1610612737,Hawks
6,3,21100687,14,3,10,48,1610612739,f,25,21,11,23,17,50,2011,1610612737,Hawks
4,4,21100703,10,5,16,28,1610612751,f,19,18,11,8,17,50,2011,1610612737,Hawks
3,4,21100711,20,14,10,34,1610612764,f,17,19,10,14,10,32,2011,1610612737,Hawks
6,5,21100722,24,14,8,54,1610612762,f,22,29,16,12,10,44,2011,1610612737,Hawks
1,7,21100737,6,13,25,32,1610612749,f,16,16,11,6,19,50,2011,1610612737,Hawks
6,5,21100749,15,8,15,42,1610612741,f,16,13,14,11,9,30,2011,1610612737,Hawks
6,4,21100760,12,11,17,36,1610612752,f,24,24,9,20,27,44,2011,1610612737,Hawks
2,4,21100771,14,6,11,30,1610612755,f,19,16,9,12,9,38,2011,1610612737,Hawks
1,2,21100802,4,14,12,36,1610612766,f,20,14,8,36,15,60,2011,1610612737,Hawks
5,8,21100818,11,15,19,48,1610612765,f,18,28,14,28,27,54,2011,1610612737,Hawks
5,5,21100826,20,12,21,42,1610612766,f,20,20,23,22,24,56,2011,1610612737,Hawks
3,3,21100860,4,10,18,36,1610612738,f,16,24,7,12,23,40,2011,1610612737,Hawks
3,1,21100876,17,11,15,44,1610612753,f,14,10,13,12,13,34,2011,1610612737,Hawks
2,4,21100896,13,14,17,46,1610612761,f,18,23,12,17,16,28,2011,1610612737,Hawks
6,5,21100902,14,5,10,50,1610612761,f,13,27,7,28,21,38,2011,1610612737,Hawks
4,4,21100922,10,22,12,38,1610612765,f,17,19,12,27,21,50,2011,1610612737,Hawks
7,1,21100938,14,8,25,44,1610612738,f,9,18,12,10,14,36,2011,1610612737,Hawks
7,1,21100951,4,11,20,44,1610612752,f,19,21,10,26,29,36,2011,1610612737,Hawks
4,4,21100966,11,10,18,34,1610612746,f,17,14,23,13,22,38,2011,1610612737,Hawks
3,3,21100983,8,12,16,38,1610612742,f,17,11,8,17,19,50,2011,1610612737,Hawks
4,2,21200018,15,18,17,50,1610612745,f,26,18,9,33,21,56,2012,1610612737,Hawks
1,9,21200040,8,12,16,38,1610612760,f,20,21,16,7,31,42,2012,1610612737,Hawks
3,7,21200055,15,17,26,36,1610612754,f,15,14,18,13,18,48,2012,1610612737,Hawks
5,2,21200072,9,13,16,40,1610612748,f,16,22,11,19,16,26,2012,1610612737,Hawks
9,6,21200091,16,17,24,50,1610612746,f,12,22,9,9,12,22,2012,1610612737,Hawks
4,6,21200102,13,10,23,38,1610612757,f,22,19,4,26,19,46,2012,1610612737,Hawks
4,1,21200118,14,12,15,46,1610612744,f,18,22,4,8,28,20,2012,1610612737,Hawks
5,0,21200128,12,17,19,48,1610612758,f,14,22,18,16,16,54,2012,1610612737,Hawks
4,5,21200149,10,13,13,34,1610612753,f,18,19,11,19,24,46,2012,1610612737,Hawks
5,6,21200162,16,10,12,40,1610612764,f,25,27,6,17,20,54,2012,1610612737,Hawks
15,9,21200171,14,14,22,38,1610612766,f,18,15,12,24,19,50,2012,1610612737,Hawks
2,3,21200185,4,13,23,30,1610612746,f,18,22,16,19,21,46,2012,1610612737,Hawks
9,7,21200212,13,12,10,26,1610612766,f,18,21,15,11,17,32,2012,1610612737,Hawks
5,3,21200227,27,18,16,46,1610612739,f,18,25,14,16,20,42,2012,1610612737,Hawks
5,4,21200260,19,23,13,50,1610612743,f,19,25,20,24,20,56,2012,1610612737,Hawks
1,4,21200273,10,10,17,32,1610612764,f,19,17,22,16,12,48,2012,1610612737,Hawks
3,5,21200289,14,5,5,38,1610612763,f,16,19,14,15,17,42,2012,1610612737,Hawks
1,3,21200300,2,8,13,40,1610612748,f,16,18,6,4,13,34,2012,1610612737,Hawks
6,3,21200310,10,10,20,32,1610612753,f,11,14,8,10,24,38,2012,1610612737,Hawks
3,1,21200322,4,18,18,34,1610612766,f,14,18,11,22,18,38,2012,1610612737,Hawks
3,3,21200337,13,12,11,46,1610612744,f,15,25,10,21,6,34,2012,1610612737,Hawks
9,7,21200356,10,13,24,30,1610612764,f,20,24,11,17,16,36,2012,1610612737,Hawks
6,12,21200371,17,18,9,32,1610612760,f,19,16,15,19,17,42,2012,1610612737,Hawks
3,4,21200381,17,20,26,40,1610612755,f,15,11,16,11,12,24,2012,1610612737,Hawks
4,3,21200391,13,8,14,38,1610612741,f,9,14,7,14,17,38,2012,1610612737,Hawks
5,5,21200414,22,9,6,48,1610612765,f,18,17,8,34,21,56,2012,1610612737,Hawks
11,4,21200429,17,13,13,32,1610612739,f,15,16,10,13,9,28,2012,1610612737,Hawks
2,6,21200438,9,5,18,42,1610612754,f,23,15,10,6,11,42,2012,1610612737,Hawks
6,5,21200455,4,26,19,48,1610612745,f,16,11,8,21,12,38,2012,1610612737,Hawks
7,5,21200461,11,6,10,44,1610612740,f,11,17,8,13,8,50,2012,1610612737,Hawks
4,9,21200482,15,9,15,52,1610612765,f,20,17,4,13,11,34,2012,1610612737,Hawks
4,4,21200489,13,12,24,34,1610612738,f,19,15,15,14,17,30,2012,1610612737,Hawks
6,3,21200515,27,5,19,50,1610612750,f,23,16,21,13,10,38,2012,1610612737,Hawks
7,3,21200518,17,5,21,28,1610612739,f,17,13,12,7,18,40,2012,1610612737,Hawks
5,4,21200533,7,20,18,44,1610612762,f,18,22,9,21,23,52,2012,1610612737,Hawks
4,4,21200542,12,8,14,46,1610612764,f,20,27,8,16,17,22,2012,1610612737,Hawks
6,13,21200558,14,10,18,44,1610612741,f,24,16,13,6,8,30,2012,1610612737,Hawks
2,2,21200572,26,12,18,52,1610612751,f,18,19,22,29,19,42,2012,1610612737,Hawks
3,2,21200588,22,3,18,30,1610612751,f,26,22,3,17,19,40,2012,1610612737,Hawks
2,4,21200594,11,5,25,50,1610612759,f,14,15,12,22,9,40,2012,1610612737,Hawks
5,6,21200608,8,11,26,34,1610612750,f,23,21,12,14,26,50,2012,1610612737,Hawks
6,8,21200618,15,24,18,42,1610612766,f,22,15,23,14,25,42,2012,1610612737,Hawks
5,1,21200633,12,22,13,36,1610612738,f,20,25,9,34,20,42,2012,1610612737,Hawks
2,3,21200656,13,8,17,22,1610612752,f,21,17,9,17,21,50,2012,1610612737,Hawks
8,5,21200674,18,10,22,42,1610612761,f,18,18,9,15,19,40,2012,1610612737,Hawks
7,5,21200696,16,8,15,44,1610612741,f,12,14,15,13,9,40,2012,1610612737,Hawks
3,8,21200715,7,11,21,30,1610612754,f,33,26,17,10,17,30,2012,1610612737,Hawks
5,4,21200725,8,7,6,42,1610612763,f,16,19,6,16,5,34,2012,1610612737,Hawks
6,5,21200738,22,13,16,40,1610612740,f,15,19,13,25,21,40,2012,1610612737,Hawks
2,3,21200768,6,14,22,36,1610612742,f,20,20,8,26,17,42,2012,1610612737,Hawks
3,2,21200775,8,4,6,46,1610612753,f,12,21,18,14,11,32,2012,1610612737,Hawks
2,1,21200802,0,13,23,38,1610612748,f,20,15,7,23,10,44,2012,1610612737,Hawks
9,2,21200816,9,19,3,40,1610612758,f,25,18,8,33,24,50,2012,1610612737,Hawks
4,2,21200828,16,10,17,40,1610612749,f,16,14,8,11,15,36,2012,1610612737,Hawks
4,1,21200840,14,19,15,66,1610612765,f,16,18,4,21,23,26,2012,1610612737,Hawks
5,5,21200859,15,7,12,46,1610612762,f,20,23,8,20,18,54,2012,1610612737,Hawks
6,3,21200874,4,8,21,32,1610612756,f,19,17,4,16,23,32,2012,1610612737,Hawks
8,1,21200888,12,16,16,38,1610612747,f,19,19,7,24,29,44,2012,1610612737,Hawks
8,6,21200893,8,29,22,70,1610612743,f,11,19,12,13,19,42,2012,1610612737,Hawks
5,2,21200902,20,12,20,38,1610612755,f,17,15,11,15,19,42,2012,1610612737,Hawks
3,3,21200917,8,11,21,32,1610612738,f,17,17,7,9,9,48,2012,1610612737,Hawks
2,6,21200927,11,7,20,42,1610612751,f,20,15,12,18,8,42,2012,1610612737,Hawks
1,4,21200952,17,10,27,48,1610612748,f,25,14,9,28,19,50,2012,1610612737,Hawks
2,1,21200960,11,4,9,46,1610612747,f,17,21,7,11,6,38,2012,1610612737,Hawks
4,2,21200972,13,5,28,42,1610612756,f,19,24,6,29,21,42,2012,1610612737,Hawks
5,1,21200991,18,6,11,38,1610612751,f,20,14,9,22,14,56,2012,1610612737,Hawks
2,3,21200996,18,9,19,44,1610612742,f,15,20,7,21,10,50,2012,1610612737,Hawks
6,8,21201011,19,15,19,46,1610612749,f,15,17,6,28,12,36,2012,1610612737,Hawks
6,2,21201025,14,11,14,48,1610612757,f,14,16,7,23,13,42,2012,1610612737,Hawks
4,5,21201040,24,6,12,40,1610612749,f,12,17,8,14,23,46,2012,1610612737,Hawks
7,6,21201050,10,15,19,46,1610612754,f,17,17,5,22,18,40,2012,1610612737,Hawks
0,1,21201057,9,8,10,52,1610612761,f,21,18,12,13,24,38,2012,1610612737,Hawks
2,9,21201075,15,15,20,44,1610612738,f,15,20,22,9,10,44,2012,1610612737,Hawks
6,4,21201086,26,13,15,44,1610612753,f,24,25,11,9,22,36,2012,1610612737,Hawks
3,1,21201101,12,10,11,34,1610612739,f,17,24,12,23,15,38,2012,1610612737,Hawks
2,0,21201113,13,4,22,38,1610612752,f,10,20,6,13,14,26,2012,1610612737,Hawks
4,4,21201129,11,12,19,36,1610612755,f,19,19,3,8,11,38,2012,1610612737,Hawks
2,12,21201143,9,11,17,48,1610612759,f,23,21,7,16,23,38,2012,1610612737,Hawks
2,0,21201164,12,18,10,40,1610612755,f,17,17,10,25,22,52,2012,1610612737,Hawks
5,4,21201179,11,11,13,30,1610612749,f,13,19,11,33,22,62,2012,1610612737,Hawks
1,10,21201213,9,15,11,30,1610612761,f,19,20,8,18,18,36,2012,1610612737,Hawks
2,3,21201218,18,8,17,44,1610612752,f,15,16,14,28,19,62,2012,1610612737,Hawks
5,2,21300012,11,19,10,38,1610612742,f,20,22,11,20,26,42,2013,1610612737,Hawks
3,6,21300023,15,8,16,48,1610612761,f,12,25,14,8,13,40,2013,1610612737,Hawks
3,7,21300046,10,12,10,36,1610612747,f,22,24,12,15,7,40,2013,1610612737,Hawks
7,4,21300059,16,29,19,40,1610612758,f,15,26,13,11,23,48,2013,1610612737,Hawks
9,8,21300071,18,7,17,38,1610612743,f,23,18,17,13,20,52,2013,1610612737,Hawks
6,2,21300086,10,4,10,38,1610612753,f,15,24,15,13,13,26,2013,1610612737,Hawks
3,0,21300098,16,12,14,44,1610612766,f,22,24,7,4,17,32,2013,1610612737,Hawks
6,3,21300116,8,11,23,28,1610612752,f,15,19,18,23,6,56,2013,1610612737,Hawks
5,4,21300127,15,11,16,56,1610612755,f,23,19,12,20,17,48,2013,1610612737,Hawks
4,3,21300139,25,3,14,40,1610612752,f,15,20,6,9,14,48,2013,1610612737,Hawks
3,4,21300158,10,10,22,48,1610612748,f,21,17,15,14,18,38,2013,1610612737,Hawks
8,5,21300166,11,10,13,50,1610612765,f,12,21,5,10,11,50,2013,1610612737,Hawks
2,7,21300180,16,15,18,48,1610612765,f,14,16,16,15,22,44,2013,1610612737,Hawks
3,7,21300190,12,8,6,32,1610612738,f,26,14,16,11,29,44,2013,1610612737,Hawks
5,3,21300213,12,14,16,46,1610612753,f,19,20,6,10,11,26,2013,1610612737,Hawks
4,3,21300221,11,11,24,46,1610612745,f,24,17,12,8,15,34,2013,1610612737,Hawks
4,4,21300231,8,2,12,16,1610612742,f,16,21,6,23,20,46,2013,1610612737,Hawks
6,5,21300241,7,11,18,36,1610612764,f,18,20,14,12,17,36,2013,1610612737,Hawks
2,8,21300258,16,7,12,50,1610612759,f,19,10,11,15,23,40,2013,1610612737,Hawks
4,2,21300270,14,6,17,38,1610612746,f,22,16,17,8,10,38,2013,1610612737,Hawks
3,2,21300282,20,4,7,42,1610612739,f,18,11,10,14,16,50,2013,1610612737,Hawks
5,7,21300313,14,14,15,38,1610612760,f,22,19,13,30,10,28,2013,1610612737,Hawks
1,3,21300332,20,10,11,54,1610612764,f,14,20,16,7,20,48,2013,1610612737,Hawks
1,1,21300345,12,9,36,46,1610612752,f,24,16,5,15,16,42,2013,1610612737,Hawks
6,4,21300357,19,2,8,48,1610612747,f,18,16,22,8,12,42,2013,1610612737,Hawks
6,1,21300372,6,17,18,48,1610612758,f,21,20,9,26,18,38,2013,1610612737,Hawks
7,8,21300384,20,14,7,44,1610612762,f,20,17,10,28,16,50,2013,1610612737,Hawks
4,6,21300411,15,9,19,56,1610612748,f,26,19,15,12,18,50,2013,1610612737,Hawks
5,7,21300423,8,10,23,46,1610612739,f,23,16,9,13,22,50,2013,1610612737,Hawks
6,4,21300440,7,12,10,44,1610612766,f,16,27,15,11,8,34,2013,1610612737,Hawks
3,3,21300449,8,22,20,46,1610612753,f,23,20,15,13,21,26,2013,1610612737,Hawks
4,7,21300460,8,28,10,40,1610612738,f,15,22,13,10,18,34,2013,1610612737,Hawks
4,7,21300483,13,22,15,44,1610612744,f,19,17,8,16,22,36,2013,1610612737,Hawks
8,12,21300492,18,15,15,40,1610612741,f,20,15,14,13,18,34,2013,1610612737,Hawks
4,5,21300506,20,8,28,34,1610612751,f,23,25,15,6,18,26,2013,1610612737,Hawks
3,4,21300522,7,17,18,34,1610612754,f,14,21,6,14,21,34,2013,1610612737,Hawks
5,2,21300533,15,8,14,42,1610612745,f,17,18,14,20,16,32,2013,1610612737,Hawks
2,6,21300553,21,20,25,50,1610612763,f,16,17,13,14,16,42,2013,1610612737,Hawks
7,4,21300579,20,5,19,46,1610612751,f,12,21,5,20,25,54,2013,1610612737,Hawks
1,2,21300612,11,22,17,34,1610612748,f,26,26,12,14,18,48,2013,1610612737,Hawks
7,1,21300623,10,16,27,44,1610612753,f,13,23,15,19,12,50,2013,1610612737,Hawks
6,6,21300635,15,12,23,46,1610612759,f,17,21,12,18,22,44,2013,1610612737,Hawks
2,5,21300650,8,14,12,40,1610612749,f,19,26,5,24,26,40,2013,1610612737,Hawks
2,10,21300666,15,19,19,38,1610612760,f,17,12,31,11,18,56,2013,1610612737,Hawks
5,4,21300677,26,4,17,50,1610612765,f,23,20,9,12,21,46,2013,1610612737,Hawks
4,4,21300690,15,23,18,42,1610612755,f,22,25,12,21,26,58,2013,1610612737,Hawks
4,7,21300699,19,20,21,54,1610612750,f,27,24,21,25,28,52,2013,1610612737,Hawks
4,1,21300721,9,8,20,28,1610612754,f,19,16,2,13,24,36,2013,1610612737,Hawks
7,5,21300731,14,7,16,50,1610612740,f,16,15,7,8,11,42,2013,1610612737,Hawks
3,5,21300750,19,6,22,50,1610612763,f,10,12,7,18,14,34,2013,1610612737,Hawks
6,5,21300772,16,4,16,40,1610612741,f,16,9,6,15,18,38,2013,1610612737,Hawks
0,3,21300779,14,0,20,32,1610612761,f,21,19,10,11,11,50,2013,1610612737,Hawks
3,7,21300792,9,11,35,36,1610612754,f,22,17,16,16,7,26,2013,1610612737,Hawks
1,5,21300804,6,23,21,42,1610612764,f,11,23,11,7,14,44,2013,1610612737,Hawks
4,5,21300819,22,12,19,66,1610612765,f,22,20,14,10,11,34,2013,1610612737,Hawks
4,4,21300827,11,9,7,30,1610612752,f,18,24,0,16,10,28,2013,1610612737,Hawks
2,2,21300849,22,14,20,42,1610612741,f,22,15,12,18,16,38,2013,1610612737,Hawks
6,1,21300854,18,17,27,42,1610612738,f,25,24,8,15,16,44,2013,1610612737,Hawks
6,5,21300889,10,24,16,38,1610612756,f,20,21,7,25,19,44,2013,1610612737,Hawks
2,2,21300913,6,9,5,30,1610612757,f,17,21,11,13,19,40,2013,1610612737,Hawks
1,3,21300927,10,21,22,66,1610612744,f,22,17,13,19,12,50,2013,1610612737,Hawks
1,4,21300933,20,10,25,60,1610612746,f,20,21,15,18,19,40,2013,1610612737,Hawks
6,2,21300948,21,20,26,46,1610612762,f,18,26,16,6,18,34,2013,1610612737,Hawks
6,3,21300969,15,12,24,48,1610612749,f,22,21,8,13,14,34,2013,1610612737,Hawks
5,7,21300983,14,22,8,44,1610612743,f,17,24,8,12,25,26,2013,1610612737,Hawks
9,7,21300996,7,5,12,24,1610612766,f,20,15,14,2,17,38,2013,1610612737,Hawks
0,3,21301004,16,12,12,48,1610612761,f,24,31,15,11,22,48,2013,1610612737,Hawks
3,6,21301025,10,12,22,42,1610612740,f,29,28,13,15,12,48,2013,1610612737,Hawks
2,4,21301040,11,12,18,36,1610612761,f,19,19,8,14,18,40,2013,1610612737,Hawks
3,1,21301048,2,21,22,36,1610612756,f,19,25,10,8,26,36,2013,1610612737,Hawks
2,1,21301065,9,26,32,42,1610612750,f,16,14,12,13,17,28,2013,1610612737,Hawks
1,5,21301071,14,6,15,34,1610612757,f,19,20,11,14,19,40,2013,1610612737,Hawks
2,5,21301089,8,10,21,48,1610612764,f,22,22,10,9,21,40,2013,1610612737,Hawks
0,6,21301103,4,21,15,34,1610612755,f,17,27,11,11,24,48,2013,1610612737,Hawks
3,3,21301120,15,8,21,38,1610612741,f,17,19,4,20,17,36,2013,1610612737,Hawks
3,3,21301132,15,15,18,44,1610612739,f,17,18,10,13,10,40,2013,1610612737,Hawks
3,3,21301152,9,8,13,44,1610612754,f,26,26,7,4,11,38,2013,1610612737,Hawks
5,3,21301166,14,6,11,32,1610612738,f,14,22,5,7,23,42,2013,1610612737,Hawks
9,3,21301179,10,4,19,46,1610612751,f,20,21,12,11,11,54,2013,1610612737,Hawks
2,5,21301192,5,14,16,42,1610612748,f,22,20,7,16,29,44,2013,1610612737,Hawks
3,2,21301207,10,2,6,36,1610612766,f,21,20,6,4,13,36,2013,1610612737,Hawks
2,5,21301217,14,14,14,54,1610612749,f,18,21,11,17,24,50,2013,1610612737,Hawks
9,6,41500131,22,15,10,36,1610612738,f,20,32,15,15,11,52,2015,1610612737,Hawks
15,10,41500132,8,8,6,36,1610612738,f,16,15,12,20,5,32,2015,1610612737,Hawks
7,6,41500133,9,19,22,44,1610612738,f,24,20,7,14,17,52,2015,1610612737,Hawks
6,7,41500134,15,7,23,52,1610612738,f,20,19,23,11,20,40,2015,1610612737,Hawks
3,6,41500135,16,8,9,32,1610612738,f,17,17,8,19,17,44,2015,1610612737,Hawks
7,4,41300101,16,11,14,38,1610612754,f,20,29,14,6,25,28,2013,1610612737,Hawks
2,4,41300102,5,8,16,40,1610612754,f,23,18,9,6,18,24,2013,1610612737,Hawks
4,2,41300103,13,9,15,38,1610612754,f,19,22,3,18,20,26,2013,1610612737,Hawks
4,11,41300104,8,19,22,34,1610612754,f,18,19,9,6,10,28,2013,1610612737,Hawks
6,7,41300105,6,8,20,36,1610612754,f,19,24,7,17,13,22,2013,1610612737,Hawks
5,3,41300106,15,0,22,40,1610612754,f,23,27,13,11,16,32,2013,1610612737,Hawks
4,13,41300107,12,13,13,38,1610612754,f,24,19,13,9,9,30,2013,1610612737,Hawks
3,4,41200121,19,12,16,44,1610612754,f,26,19,7,14,14,38,2012,1610612737,Hawks
4,5,41200122,12,6,10,48,1610612754,f,24,19,11,17,8,40,2012,1610612737,Hawks
6,5,41200123,15,10,13,30,1610612754,f,27,27,21,14,24,50,2012,1610612737,Hawks
4,4,41200124,16,9,17,42,1610612754,f,25,28,16,11,14,28,2012,1610612737,Hawks
2,2,41200125,6,6,2,36,1610612754,f,24,30,5,10,15,28,2012,1610612737,Hawks
4,9,41200126,7,2,8,42,1610612754,f,19,20,4,4,14,30,2012,1610612737,Hawks
1,3,41000131,23,10,8,48,1610612753,f,28,24,6,11,21,36,2015,1610612737,Hawks
7,2,41000132,20,14,12,36,1610612753,f,27,21,15,7,17,32,2015,1610612737,Hawks
4,5,41000133,10,9,9,34,1610612753,f,23,23,13,9,15,36,2015,1610612737,Hawks
4,3,41000134,16,10,14,46,1610612753,f,26,21,5,7,9,28,2015,1610612737,Hawks
3,4,41000135,18,13,13,30,1610612753,f,22,25,5,10,4,22,2015,1610612737,Hawks
4,7,41000136,11,4,16,34,1610612753,f,19,15,16,6,19,30,2015,1610612737,Hawks
8,7,41000201,12,18,20,48,1610612741,f,17,16,11,8,17,40,2015,1610612737,Hawks
10,5,41000202,18,5,9,40,1610612741,f,15,17,10,6,12,32,2015,1610612737,Hawks
4,9,41000203,9,13,15,32,1610612741,f,15,20,11,10,12,44,2015,1610612737,Hawks
7,10,41000204,10,8,12,40,1610612741,f,19,20,15,16,14,56,2015,1610612737,Hawks
5,3,41000205,12,15,17,50,1610612741,f,21,16,10,13,7,42,2015,1610612737,Hawks
3,6,41000206,7,15,20,40,1610612741,f,12,22,11,14,11,34,2015,1610612737,Hawks
1,3,41100131,6,11,12,36,1610612738,f,18,24,10,10,4,28,2015,1610612737,Hawks
5,6,41100132,8,20,9,26,1610612738,f,26,24,8,16,11,42,2015,1610612737,Hawks
4,8,41100133,4,12,14,36,1610612738,f,21,18,6,20,20,52,2015,1610612737,Hawks
0,6,41100134,6,21,18,26,1610612738,f,15,20,4,13,13,36,2015,1610612737,Hawks
6,3,41100135,16,12,25,38,1610612738,f,19,13,9,15,21,34,2015,1610612737,Hawks
4,11,41100136,15,8,18,42,1610612738,f,20,14,11,9,15,30,2015,1610612737,Hawks
12,4,41500136,9,10,18,48,1610612738,f,23,29,4,12,16,48,2015,1610612737,Hawks
7,7,41500201,14,14,9,32,1610612739,f,22,20,12,8,12,36,2015,1610612737,Hawks
3,1,41500202,9,16,29,24,1610612739,f,23,22,12,7,2,32,2015,1610612737,Hawks
7,1,41500203,18,10,22,30,1610612739,f,21,21,9,10,27,46,2015,1610612737,Hawks
7,7,41500204,16,9,17,26,1610612739,f,16,14,14,5,13,50,2015,1610612737,Hawks
7,4,21600014,6,18,25,48,1610612764,f,19,20,20,16,26,44,2016,1610612737,Hawks
7,5,21600026,9,7,8,36,1610612755,f,14,20,8,19,22,50,2016,1610612737,Hawks
6,6,21600044,7,12,18,36,1610612758,f,20,34,17,6,24,32,2016,1610612737,Hawks
1,9,21600059,15,25,18,50,1610612747,f,19,25,26,12,17,52,2016,1610612737,Hawks
3,3,21600070,11,12,12,30,1610612764,f,24,23,8,18,18,50,2016,1610612737,Hawks
5,7,21600084,14,9,19,46,1610612745,f,13,26,10,15,35,62,2016,1610612737,Hawks
4,1,21600100,22,15,25,40,1610612739,f,21,20,14,2,4,42,2016,1610612737,Hawks
7,3,21600111,9,19,38,36,1610612741,f,20,21,20,17,15,46,2016,1610612737,Hawks
6,4,21600132,13,18,22,34,1610612755,f,14,20,21,17,22,50,2016,1610612737,Hawks
5,7,21400006,14,11,16,40,1610612751,f,25,21,17,11,25,62,2014,1610612738,Celtics
8,8,21400034,14,16,18,38,1610612745,f,26,24,13,22,18,60,2014,1610612738,Celtics
6,9,21400046,10,13,28,46,1610612742,f,21,17,25,30,22,46,2014,1610612738,Celtics
3,4,21400059,15,19,36,44,1610612761,f,25,18,21,8,11,52,2014,1610612738,Celtics
3,6,21400074,23,2,9,56,1610612754,f,19,17,11,8,12,34,2014,1610612738,Celtics
3,2,21400086,18,10,18,52,1610612741,f,17,16,12,17,10,28,2014,1610612738,Celtics
3,3,21400111,13,2,11,50,1610612760,f,20,13,12,8,17,30,2014,1610612738,Celtics
1,5,21400125,10,24,21,56,1610612739,f,26,21,10,21,14,60,2014,1610612738,Celtics
4,2,21400148,12,21,24,66,1610612756,f,19,23,20,23,21,66,2014,1610612738,Celtics
4,2,21400162,11,18,24,46,1610612755,f,19,20,8,24,16,54,2014,1610612738,Celtics
7,4,21400176,17,7,18,66,1610612763,f,14,16,9,19,15,38,2014,1610612738,Celtics
1,3,21400194,13,4,12,38,1610612757,f,15,13,7,15,16,40,2014,1610612738,Celtics
2,13,21400223,26,18,16,50,1610612741,f,30,21,15,11,20,48,2014,1610612738,Celtics
5,5,21400241,14,6,21,46,1610612759,f,21,11,17,13,23,46,2014,1610612738,Celtics
3,8,21400254,6,6,28,44,1610612737,f,20,14,13,10,11,36,2014,1610612738,Celtics
6,7,21400265,17,15,14,56,1610612765,f,21,23,8,21,21,30,2014,1610612738,Celtics
2,4,21400279,4,7,18,46,1610612747,f,19,18,19,27,15,54,2014,1610612738,Celtics
7,8,21400294,18,11,12,28,1610612764,f,21,20,16,21,16,36,2014,1610612738,Celtics
3,3,21400302,13,6,20,38,1610612764,f,25,25,15,16,32,54,2014,1610612738,Celtics
1,3,21400316,13,6,14,46,1610612766,f,27,14,6,9,6,38,2014,1610612738,Celtics
3,5,21400331,11,15,19,36,1610612752,f,18,20,20,16,16,48,2014,1610612738,Celtics
5,9,21400357,19,1,18,44,1610612755,f,23,28,20,25,32,46,2014,1610612738,Celtics
8,1,21400371,12,7,19,50,1610612753,f,16,16,11,17,12,54,2014,1610612738,Celtics
6,5,21400385,15,12,18,48,1610612750,f,20,13,15,19,15,68,2014,1610612738,Celtics
4,3,21400404,8,8,20,42,1610612748,f,18,14,16,0,10,42,2014,1610612738,Celtics
4,4,21400418,10,8,17,50,1610612753,f,21,21,10,23,12,40,2014,1610612738,Celtics
3,3,21400432,11,11,12,56,1610612751,f,23,10,5,15,18,60,2014,1610612738,Celtics
2,4,21400445,10,12,22,44,1610612764,f,15,24,12,21,19,34,2014,1610612738,Celtics
7,5,21400475,11,11,13,48,1610612758,f,23,17,14,15,22,46,2014,1610612738,Celtics
2,1,21400486,21,12,20,42,1610612742,f,21,21,18,16,15,42,2014,1610612738,Celtics
6,9,21400496,26,10,20,46,1610612741,f,28,14,17,16,19,50,2014,1610612738,Celtics
7,10,21400510,22,4,9,40,1610612766,f,23,22,22,17,20,40,2014,1610612738,Celtics
2,6,21400527,10,8,4,36,1610612751,f,26,18,10,8,16,44,2014,1610612738,Celtics
7,9,21400538,14,4,12,30,1610612754,f,27,18,15,15,22,42,2014,1610612738,Celtics
3,10,21400553,20,14,16,54,1610612761,f,21,20,13,17,16,42,2014,1610612738,Celtics
