blk,blka,game_id,opp_pts_2nd_chance,opp_pts_fb,opp_pts_off_tov,opp_pts_paint,opponent_id,period,pf,pfd,pts_2nd_chance,pts_fb,pts_off_tov,pts_paint,season,team_id,team
7,6,21300072,13,12,19,26,1610612747,f,17,36,7,21,26,36,2013,1610612745,Rockets
5,7,21300090,18,16,27,46,1610612746,f,23,28,13,12,19,54,2013,1610612745,Rockets
14,5,21300103,23,11,23,40,1610612761,f,28,33,18,20,14,44,2013,1610612745,Rockets
15,8,21300112,18,27,17,50,1610612755,f,27,23,17,10,11,52,2013,1610612745,Rockets
6,5,21300123,20,14,25,42,1610612752,f,19,28,11,15,13,40,2013,1610612745,Rockets
9,7,21300141,16,10,19,60,1610612743,f,23,33,18,14,16,62,2013,1610612745,Rockets
10,3,21300159,24,7,23,30,1610612738,f,20,19,5,23,11,60,2013,1610612745,Rockets
2,5,21300172,5,18,15,36,1610612742,f,23,26,8,14,20,56,2013,1610612745,Rockets
9,5,21300192,19,23,37,52,1610612750,f,16,13,6,14,15,46,2013,1610612745,Rockets
6,7,21300206,16,6,19,46,1610612763,f,20,22,11,20,24,52,2013,1610612745,Rockets
3,4,21300221,12,8,15,34,1610612737,f,17,24,11,11,24,46,2013,1610612745,Rockets
8,3,21300234,8,18,18,46,1610612751,f,18,14,11,14,14,40,2013,1610612745,Rockets
4,9,21300245,6,17,13,58,1610612759,f,18,19,14,25,11,42,2013,1610612745,Rockets
5,2,21300259,8,14,14,46,1610612762,f,19,18,15,12,11,54,2013,1610612745,Rockets
1,6,21300271,4,26,25,42,1610612756,f,20,23,21,14,13,40,2013,1610612745,Rockets
9,3,21300285,12,13,15,36,1610612744,f,21,27,10,22,23,54,2013,1610612745,Rockets
10,7,21300301,23,12,22,38,1610612753,f,20,29,20,13,7,36,2013,1610612745,Rockets
6,7,21300328,17,11,13,36,1610612757,f,23,20,15,19,13,66,2013,1610612745,Rockets
3,6,21300341,25,8,16,66,1610612744,f,23,30,8,27,22,40,2013,1610612745,Rockets
5,6,21300350,10,14,20,52,1610612758,f,26,25,9,14,13,42,2013,1610612745,Rockets
5,2,21300379,19,7,9,40,1610612741,f,22,19,7,11,15,66,2013,1610612745,Rockets
6,7,21300388,12,18,22,48,1610612754,f,18,21,19,8,16,44,2013,1610612745,Rockets
4,8,21300396,12,25,15,62,1610612765,f,19,17,10,15,11,62,2013,1610612745,Rockets
1,4,21300412,11,8,21,32,1610612742,f,18,22,8,15,14,60,2013,1610612745,Rockets
9,9,21300421,17,12,7,44,1610612759,f,16,13,8,17,9,50,2013,1610612745,Rockets
7,4,21300424,21,3,8,56,1610612763,f,19,30,13,19,9,48,2013,1610612745,Rockets
5,5,21300442,8,4,18,40,1610612740,f,11,25,14,14,16,58,2013,1610612745,Rockets
4,5,21300450,9,18,15,54,1610612760,f,14,24,11,10,6,46,2013,1610612745,Rockets
7,2,21300464,10,18,23,54,1610612758,f,23,26,15,20,15,58,2013,1610612745,Rockets
4,3,21300485,14,2,19,28,1610612752,f,19,22,14,14,10,40,2013,1610612745,Rockets
3,7,21300526,26,17,15,46,1610612747,f,19,32,21,27,26,56,2013,1610612745,Rockets
2,5,21300533,14,20,16,32,1610612737,f,18,17,15,8,14,42,2013,1610612745,Rockets
5,3,21300544,23,15,13,50,1610612764,f,25,32,16,21,15,56,2013,1610612745,Rockets
9,7,21300556,20,13,10,36,1610612738,f,16,26,10,17,17,58,2013,1610612745,Rockets
14,8,21300572,23,12,14,30,1610612740,f,28,34,13,16,16,58,2013,1610612745,Rockets
5,8,21300580,12,10,20,48,1610612760,f,20,26,13,10,12,40,2013,1610612745,Rockets
4,9,21300597,9,18,23,44,1610612749,f,19,24,22,24,26,66,2013,1610612745,Rockets
3,3,21300614,18,11,34,64,1610612757,f,18,23,23,18,20,54,2013,1610612745,Rockets
9,6,21300627,16,5,10,32,1610612758,f,21,26,25,29,14,66,2013,1610612745,Rockets
4,3,21300642,14,8,11,48,1610612763,f,19,16,10,23,15,30,2013,1610612745,Rockets
5,5,21300649,14,7,20,56,1610612763,f,15,23,14,11,11,32,2013,1610612745,Rockets
4,8,21300671,13,6,14,40,1610612759,f,21,31,13,9,10,48,2013,1610612745,Rockets
1,4,21300681,21,11,19,50,1610612742,f,29,29,17,15,18,56,2013,1610612745,Rockets
7,4,21300701,13,10,24,32,1610612739,f,12,24,8,29,19,62,2013,1610612745,Rockets
5,4,21300729,13,18,11,44,1610612756,f,19,27,9,25,15,50,2013,1610612745,Rockets
5,6,21300753,18,12,16,48,1610612749,f,15,18,10,19,22,58,2013,1610612745,Rockets
4,3,21300768,16,13,18,34,1610612750,f,23,20,12,26,20,52,2013,1610612745,Rockets
7,3,21300784,13,19,24,40,1610612764,f,19,32,8,15,10,46,2013,1610612745,Rockets
6,5,21300811,4,19,15,42,1610612747,f,15,19,26,26,26,62,2013,1610612745,Rockets
6,9,21300814,10,13,18,44,1610612744,f,25,24,14,23,16,48,2013,1610612745,Rockets
3,2,21300838,8,26,29,42,1610612756,f,19,18,17,21,18,64,2013,1610612745,Rockets
6,1,21300852,21,16,23,50,1610612758,f,26,27,4,27,22,58,2013,1610612745,Rockets
4,8,21300862,19,23,30,54,1610612746,f,20,23,15,16,10,46,2013,1610612745,Rockets
5,7,21300876,24,20,24,68,1610612765,f,20,24,14,20,20,58,2013,1610612745,Rockets
3,7,21300900,16,22,23,54,1610612748,f,22,19,16,16,10,50,2013,1610612745,Rockets
4,6,21300905,10,10,20,26,1610612753,f,15,26,14,22,13,58,2013,1610612745,Rockets
4,6,21300926,5,11,14,30,1610612754,f,15,22,7,21,17,48,2013,1610612745,Rockets
5,10,21300939,21,16,15,44,1610612757,f,27,34,15,18,32,52,2013,1610612745,Rockets
5,7,21300955,4,17,13,26,1610612760,f,22,25,12,19,24,42,2013,1610612745,Rockets
5,4,21300968,13,2,21,30,1610612741,f,21,24,25,17,10,40,2013,1610612745,Rockets
4,3,21300989,9,14,18,40,1610612748,f,21,21,14,20,14,54,2013,1610612745,Rockets
12,4,21301000,7,9,17,34,1610612762,f,22,25,6,30,26,58,2013,1610612745,Rockets
7,3,21301019,19,4,18,44,1610612750,f,20,16,11,25,26,60,2013,1610612745,Rockets
10,4,21301033,11,2,15,56,1610612739,f,18,27,5,18,22,42,2013,1610612745,Rockets
7,4,21301047,18,4,10,38,1610612766,f,24,18,12,21,12,50,2013,1610612745,Rockets
6,5,21301072,18,15,17,36,1610612755,f,22,26,24,34,26,62,2013,1610612745,Rockets
3,10,21301088,10,9,20,40,1610612746,f,25,29,6,17,12,46,2013,1610612745,Rockets
3,5,21301111,8,15,20,50,1610612751,f,16,26,19,13,19,42,2013,1610612745,Rockets
1,3,21301118,11,6,14,36,1610612761,f,30,25,22,16,16,50,2013,1610612745,Rockets
2,8,21301139,17,22,14,36,1610612760,f,21,24,15,27,16,34,2013,1610612745,Rockets
10,8,21301153,34,22,25,60,1610612743,f,19,24,17,36,27,54,2013,1610612745,Rockets
9,7,21301161,10,38,17,46,1610612747,f,22,20,13,29,13,80,2013,1610612745,Rockets
5,8,21301171,13,26,17,66,1610612743,f,20,21,17,22,15,46,2013,1610612745,Rockets
4,8,21301183,18,39,28,60,1610612750,f,32,25,14,17,16,46,2013,1610612745,Rockets
8,8,21301194,19,7,9,40,1610612740,f,19,26,16,18,14,50,2013,1610612745,Rockets
2,2,21301209,4,10,6,42,1610612759,f,16,23,12,13,11,60,2013,1610612745,Rockets
4,10,21301219,18,17,14,60,1610612740,f,16,18,13,18,18,36,2013,1610612745,Rockets
6,7,41500141,25,21,33,44,1610612744,f,28,22,8,15,14,42,2015,1610612745,Rockets
5,6,41500142,18,18,23,56,1610612744,f,34,24,9,12,13,44,2015,1610612745,Rockets
4,6,41500143,5,10,14,36,1610612744,f,24,23,16,11,20,46,2015,1610612745,Rockets
3,2,41500144,9,20,23,40,1610612744,f,20,26,12,9,15,48,2015,1610612745,Rockets
7,6,41300171,25,18,14,52,1610612757,f,33,32,27,13,18,58,2013,1610612745,Rockets
4,11,41300172,16,6,19,30,1610612757,f,27,28,19,20,12,68,2013,1610612745,Rockets
4,10,41300173,15,23,13,36,1610612757,f,28,24,25,8,12,56,2013,1610612745,Rockets
4,8,41300174,11,13,23,44,1610612757,f,27,24,18,6,9,44,2013,1610612745,Rockets
8,14,41300175,15,11,18,40,1610612757,f,21,21,17,8,18,60,2013,1610612745,Rockets
3,6,41300176,14,13,20,32,1610612757,f,20,20,16,18,14,46,2013,1610612745,Rockets
1,9,41200141,13,24,21,50,1610612760,f,26,24,17,20,12,46,2012,1610612745,Rockets
3,9,41200142,15,21,18,30,1610612760,f,23,22,27,14,14,50,2012,1610612745,Rockets
12,6,41200143,18,6,10,30,1610612760,f,25,24,9,17,7,42,2012,1610612745,Rockets
7,5,41200144,14,9,26,22,1610612760,f,26,26,10,17,31,44,2012,1610612745,Rockets
5,10,41200145,17,12,21,50,1610612760,f,22,28,10,8,10,34,2012,1610612745,Rockets
5,5,41200146,10,16,23,40,1610612760,f,17,24,12,11,11,24,2012,1610612745,Rockets
1,4,21600013,19,20,22,54,1610612747,f,23,24,13,24,19,64,2016,1610612745,Rockets
1,2,21600023,12,7,12,30,1610612742,f,22,21,13,15,13,30,2016,1610612745,Rockets
4,3,21600041,14,4,11,34,1610612742,f,21,17,9,15,10,42,2016,1610612745,Rockets
2,2,21600047,12,15,13,40,1610612739,f,25,21,14,12,17,48,2016,1610612745,Rockets
7,7,21600058,12,14,15,42,1610612752,f,21,22,25,12,13,50,2016,1610612745,Rockets
7,5,21600084,10,15,35,62,1610612737,f,26,13,14,9,19,46,2016,1610612745,Rockets
7,5,21600094,22,8,21,42,1610612764,f,18,16,8,15,20,44,2016,1610612745,Rockets
4,5,21600114,16,16,21,40,1610612759,f,24,15,9,25,15,48,2016,1610612745,Rockets
4,11,21600134,6,6,18,48,1610612759,f,19,19,19,13,12,34,2016,1610612745,Rockets
13,5,21400005,15,19,23,48,1610612755,f,24,29,17,13,14,32,2014,1610612754,Pacers
3,2,21400021,14,16,14,32,1610612763,f,15,21,10,6,8,32,2014,1610612754,Pacers
5,6,21400032,5,15,20,28,1610612737,f,26,20,24,5,13,26,2014,1610612754,Pacers
9,5,21400049,7,13,28,38,1610612749,f,17,22,17,3,4,26,2014,1610612754,Pacers
9,7,21400063,11,23,19,40,1610612764,f,27,22,17,10,12,38,2014,1610612754,Pacers
6,3,21400074,11,8,12,34,1610612738,f,17,19,23,2,9,56,2014,1610612754,Pacers
3,4,21400083,11,5,22,48,1610612764,f,24,25,16,13,17,34,2014,1610612754,Pacers
3,6,21400099,8,17,9,32,1610612762,f,19,18,20,4,13,46,2014,1610612754,Pacers
5,5,21400112,8,11,16,32,1610612748,f,17,18,19,4,11,30,2014,1610612754,Pacers
7,5,21400122,19,9,22,44,1610612743,f,19,25,10,5,8,36,2014,1610612754,Pacers
6,7,21400135,8,10,23,38,1610612741,f,22,19,7,4,14,28,2014,1610612754,Pacers
3,6,21400160,12,4,9,32,1610612766,f,13,21,16,3,7,34,2014,1610612754,Pacers
5,4,21400184,15,23,16,32,1610612756,f,20,19,15,11,15,40,2014,1610612754,Pacers
4,6,21400203,7,4,20,48,1610612742,f,21,28,15,17,16,34,2014,1610612754,Pacers
1,5,21400220,8,18,11,54,1610612759,f,23,20,11,4,16,40,2014,1610612754,Pacers
3,5,21400230,2,11,9,28,1610612753,f,17,17,18,9,20,48,2014,1610612754,Pacers
1,6,21400238,9,12,13,48,1610612739,f,23,20,20,2,15,36,2014,1610612754,Pacers
3,5,21400260,17,38,24,48,1610612756,f,24,19,8,15,19,50,2014,1610612754,Pacers
5,5,21400274,4,19,24,32,1610612757,f,19,16,13,6,16,42,2014,1610612754,Pacers
5,2,21400287,14,11,14,44,1610612758,f,33,24,22,14,22,44,2014,1610612754,Pacers
2,7,21400301,5,10,15,48,1610612737,f,22,20,10,15,13,36,2014,1610612754,Pacers
1,7,21400317,13,19,12,38,1610612746,f,18,17,25,10,19,32,2014,1610612754,Pacers
7,3,21400333,20,16,10,50,1610612761,f,22,23,15,12,14,32,2014,1610612754,Pacers
2,5,21400342,17,5,9,44,1610612757,f,18,21,21,10,7,34,2014,1610612754,Pacers
2,5,21400356,19,19,27,28,1610612747,f,20,20,15,16,12,42,2014,1610612754,Pacers
4,4,21400377,10,21,13,34,1610612746,f,30,15,15,8,10,42,2014,1610612754,Pacers
2,7,21400398,10,9,15,48,1610612743,f,24,20,22,4,15,18,2014,1610612754,Pacers
6,1,21400407,13,11,14,30,1610612750,f,17,19,13,10,23,38,2014,1610612754,Pacers
12,2,21400417,8,11,9,46,1610612740,f,19,18,6,14,18,44,2014,1610612754,Pacers
4,6,21400435,13,17,22,56,1610612765,f,22,22,13,10,9,42,2014,1610612754,Pacers
5,4,21400448,9,8,7,28,1610612751,f,25,20,8,21,19,48,2014,1610612754,Pacers
8,7,21400460,14,9,14,26,1610612741,f,25,16,13,3,5,40,2014,1610612754,Pacers
4,8,21400476,11,5,14,32,1610612748,f,18,24,10,16,10,34,2014,1610612754,Pacers
3,7,21400490,11,17,15,46,1610612749,f,12,18,12,0,8,42,2014,1610612754,Pacers
2,3,21400508,2,8,17,26,1610612747,f,21,20,26,4,12,30,2014,1610612754,Pacers
3,6,21400516,19,19,16,48,1610612762,f,24,24,14,8,16,30,2014,1610612754,Pacers
2,3,21400533,10,28,22,48,1610612744,f,19,23,6,11,7,40,2014,1610612754,Pacers
9,7,21400538,15,15,22,42,1610612738,f,18,27,14,4,12,30,2014,1610612754,Pacers
5,12,21400552,12,21,14,38,1610612755,f,27,31,27,15,16,28,2014,1610612754,Pacers
5,3,21400567,17,5,17,34,1610612750,f,19,23,13,13,13,42,2014,1610612754,Pacers
4,5,21400587,16,13,15,34,1610612765,f,20,17,15,10,23,48,2014,1610612754,Pacers
10,5,21400600,16,10,17,36,1610612766,f,23,16,7,4,7,32,2014,1610612754,Pacers
0,2,21400617,9,21,23,44,1610612745,f,21,19,21,20,24,44,2014,1610612754,Pacers
2,3,21400628,11,18,23,36,1610612737,f,21,23,13,10,20,36,2014,1610612754,Pacers
3,0,21400644,4,4,20,40,1610612748,f,22,25,10,10,12,42,2014,1610612754,Pacers
5,5,21400662,3,10,18,44,1610612753,f,23,21,13,6,6,38,2014,1610612754,Pacers
3,6,21400675,13,13,24,30,1610612761,f,22,27,16,8,15,36,2014,1610612754,Pacers
4,6,21400694,4,10,12,26,1610612752,f,16,18,9,9,13,50,2014,1610612754,Pacers
5,1,21400705,10,12,22,26,1610612758,f,22,27,6,8,20,34,2014,1610612754,Pacers
4,2,21400731,18,15,16,46,1610612765,f,15,18,8,16,24,46,2014,1610612754,Pacers
2,3,21400747,17,8,7,38,1610612739,f,14,20,5,15,17,32,2014,1610612754,Pacers
2,4,21400768,5,5,17,32,1610612766,f,25,23,15,17,16,38,2014,1610612754,Pacers
6,7,21400774,6,11,10,40,1610612759,f,15,13,9,10,8,40,2014,1610612754,Pacers
2,3,21400794,10,12,17,42,1610612740,f,24,17,7,4,20,38,2014,1610612754,Pacers
1,11,21400804,26,18,22,42,1610612755,f,23,20,12,19,28,36,2014,1610612754,Pacers
4,5,21400824,17,15,13,30,1610612744,f,23,25,18,9,8,28,2014,1610612754,Pacers
3,8,21400840,19,23,14,46,1610612760,f,17,16,13,7,13,40,2014,1610612754,Pacers
7,7,21400856,19,0,10,34,1610612739,f,17,23,10,15,11,36,2014,1610612754,Pacers
9,6,21400881,12,9,9,42,1610612755,f,15,25,16,11,20,36,2014,1610612754,Pacers
8,4,21400896,16,4,6,24,1610612752,f,21,20,9,13,23,30,2014,1610612754,Pacers
4,3,21400912,17,8,12,30,1610612741,f,22,25,11,9,20,36,2014,1610612754,Pacers
3,4,21400926,21,7,13,28,1610612752,f,25,27,15,9,22,30,2014,1610612754,Pacers
5,7,21400946,20,7,12,40,1610612753,f,15,17,12,6,15,30,2014,1610612754,Pacers
7,3,21400962,10,14,20,42,1610612749,f,33,27,9,19,11,36,2014,1610612754,Pacers
3,4,21400976,8,11,19,32,1610612738,f,23,18,10,9,15,30,2014,1610612754,Pacers
4,4,21400990,10,14,6,28,1610612761,f,22,24,2,16,10,44,2014,1610612754,Pacers
8,4,21401009,11,16,12,38,1610612741,f,23,23,2,15,10,30,2014,1610612754,Pacers
6,6,21401023,9,6,14,36,1610612739,f,20,16,7,6,12,30,2014,1610612754,Pacers
2,4,21401032,6,3,10,50,1610612751,f,23,18,13,7,13,56,2014,1610612754,Pacers
5,5,21401048,10,18,21,30,1610612745,f,23,25,21,11,16,44,2014,1610612754,Pacers
2,4,21401063,9,36,13,32,1610612764,f,23,23,10,9,10,34,2014,1610612754,Pacers
4,3,21401073,11,13,19,42,1610612749,f,28,34,15,7,15,24,2014,1610612754,Pacers
6,3,21401099,10,9,10,44,1610612742,f,25,25,7,4,11,34,2014,1610612754,Pacers
6,3,21401108,6,12,16,42,1610612751,f,22,23,6,9,14,34,2014,1610612754,Pacers
3,2,21401115,16,19,5,42,1610612738,f,20,23,6,9,14,36,2014,1610612754,Pacers
4,5,21401127,5,14,24,28,1610612766,f,20,13,19,8,20,40,2014,1610612754,Pacers
7,7,21401149,15,10,8,50,1610612748,f,22,25,22,8,21,40,2014,1610612754,Pacers
4,2,21401165,4,8,16,22,1610612752,f,24,25,10,13,12,50,2014,1610612754,Pacers
1,5,21401179,24,13,13,54,1610612765,f,21,20,14,6,14,42,2014,1610612754,Pacers
3,4,21401197,14,16,15,44,1610612760,f,26,28,10,18,10,42,2014,1610612754,Pacers
8,2,21401215,11,16,11,34,1610612764,f,16,20,13,2,8,32,2014,1610612754,Pacers
8,3,21401220,16,10,18,48,1610612763,f,26,17,19,8,14,32,2014,1610612754,Pacers
3,2,21500009,22,9,12,46,1610612761,f,30,24,10,20,18,36,2015,1610612754,Pacers
4,5,21500018,19,12,18,48,1610612763,f,22,25,15,12,12,26,2015,1610612754,Pacers
7,3,21500033,15,9,30,50,1610612762,f,19,24,18,13,16,32,2015,1610612754,Pacers
5,5,21500054,23,4,19,46,1610612765,f,19,21,8,10,30,26,2015,1610612754,Pacers
1,5,21500060,11,14,22,28,1610612738,f,20,22,24,4,22,26,2015,1610612754,Pacers
5,6,21500080,15,8,18,44,1610612748,f,15,19,12,6,9,30,2015,1610612754,Pacers
4,4,21500094,10,13,13,48,1610612739,f,20,20,11,9,16,36,2015,1610612754,Pacers
6,3,21500116,12,9,20,44,1610612738,f,28,26,14,13,16,50,2015,1610612754,Pacers
4,3,21500099,7,16,34,32,1610612753,f,16,20,5,8,21,36,2015,1610612754,Pacers
5,0,21500127,13,11,10,50,1610612750,f,9,19,9,24,17,50,2015,1610612754,Pacers
5,9,21500153,11,15,14,36,1610612741,f,21,20,14,8,12,38,2015,1610612754,Pacers
8,8,21500167,12,12,10,50,1610612755,f,17,17,20,33,37,40,2015,1610612754,Pacers
5,5,21500190,11,10,24,50,1610612749,f,13,19,28,21,29,50,2015,1610612754,Pacers
0,1,21500209,13,16,25,36,1610612764,f,18,18,5,16,23,26,2015,1610612754,Pacers
4,7,21500231,9,5,10,28,1610612741,f,18,23,16,21,20,42,2015,1610612754,Pacers
5,5,21500253,18,8,19,38,1610612747,f,18,27,11,8,12,42,2015,1610612754,Pacers
6,2,21500276,6,15,13,32,1610612746,f,26,31,8,22,19,34,2015,1610612754,Pacers
3,3,21500281,24,5,9,34,1610612757,f,17,20,20,13,29,38,2015,1610612754,Pacers
2,3,21500297,25,22,18,56,1610612762,f,34,30,13,15,23,40,2015,1610612754,Pacers
3,6,21500314,11,15,17,54,1610612744,f,18,19,18,23,20,48,2015,1610612754,Pacers
6,8,21500333,12,4,13,34,1610612748,f,13,16,9,13,24,42,2015,1610612754,Pacers
2,6,21500346,12,29,27,46,1610612765,f,16,18,4,19,16,52,2015,1610612754,Pacers
3,6,21500357,12,3,20,20,1610612761,f,21,21,11,14,22,48,2015,1610612754,Pacers
4,3,21500371,12,3,5,32,1610612742,f,17,16,8,20,17,46,2015,1610612754,Pacers
4,6,21500386,4,13,10,38,1610612751,f,15,21,19,14,18,46,2015,1610612754,Pacers
2,6,21500402,9,9,25,44,1610612763,f,20,20,8,11,10,34,2015,1610612754,Pacers
3,7,21500416,6,18,16,62,1610612759,f,15,14,18,4,11,38,2015,1610612754,Pacers
4,4,21500425,13,21,13,64,1610612758,f,16,16,8,10,26,44,2015,1610612754,Pacers
2,2,21500448,14,8,31,38,1610612750,f,13,16,16,18,28,42,2015,1610612754,Pacers
3,6,21500459,15,10,10,42,1610612737,f,20,16,14,14,26,52,2015,1610612754,Pacers
7,10,21500478,26,4,18,42,1610612741,f,21,19,23,13,27,42,2015,1610612754,Pacers
6,10,21500484,8,22,35,58,1610612749,f,25,25,14,24,16,44,2015,1610612754,Pacers
9,2,21500498,11,8,11,42,1610612765,f,22,18,10,9,17,26,2015,1610612754,Pacers
3,6,21500515,20,6,10,52,1610612748,f,26,23,10,8,13,30,2015,1610612754,Pacers
6,6,21500526,11,8,18,32,1610612753,f,18,21,12,13,17,30,2015,1610612754,Pacers
7,5,21500544,9,7,10,32,1610612740,f,17,18,13,9,18,50,2015,1610612754,Pacers
5,3,21500561,12,21,15,44,1610612745,f,21,21,7,9,38,56,2015,1610612754,Pacers
5,3,21500569,12,11,15,28,1610612756,f,21,25,10,27,27,40,2015,1610612754,Pacers
3,2,21500580,16,23,36,52,1610612738,f,20,18,10,9,22,48,2015,1610612754,Pacers
3,2,21500593,14,17,9,46,1610612764,f,12,29,10,15,16,60,2015,1610612754,Pacers
6,4,21500613,28,21,21,54,1610612743,f,29,26,15,16,26,38,2015,1610612754,Pacers
6,2,21500628,16,21,17,28,1610612756,f,23,23,14,24,27,36,2015,1610612754,Pacers
4,4,21500652,26,28,21,56,1610612744,f,20,24,19,18,23,58,2015,1610612754,Pacers
10,4,21500663,22,18,10,58,1610612758,f,26,22,11,10,19,32,2015,1610612754,Pacers
2,5,21500676,7,5,15,14,1610612746,f,17,20,10,9,9,38,2015,1610612754,Pacers
8,5,21500692,7,9,10,44,1610612737,f,17,22,13,15,21,30,2015,1610612754,Pacers
10,3,21500709,12,20,17,48,1610612743,f,22,22,17,6,18,42,2015,1610612754,Pacers
7,3,21500721,13,9,14,48,1610612739,f,23,19,25,16,21,44,2015,1610612754,Pacers
5,2,21500738,10,13,16,36,1610612751,f,20,20,13,22,21,42,2015,1610612754,Pacers
4,5,21500750,0,14,17,40,1610612737,f,18,16,21,11,16,36,2015,1610612754,Pacers
2,3,21500762,14,4,13,40,1610612765,f,25,26,7,11,20,38,2015,1610612754,Pacers
5,2,21500776,13,9,15,22,1610612747,f,21,24,18,15,15,44,2015,1610612754,Pacers
4,8,21500789,10,18,20,50,1610612766,f,14,13,15,7,15,46,2015,1610612754,Pacers
8,4,21500812,10,14,7,38,1610612760,f,14,21,10,17,15,44,2015,1610612754,Pacers
6,3,21500828,6,10,20,42,1610612753,f,25,23,8,12,10,46,2015,1610612754,Pacers
6,8,21500834,30,18,16,62,1610612748,f,26,24,13,6,13,36,2015,1610612754,Pacers
4,5,21500846,13,5,9,22,1610612752,f,19,17,14,13,18,48,2015,1610612754,Pacers
3,7,21500861,10,5,16,32,1610612766,f,20,21,13,7,16,36,2015,1610612754,Pacers
5,6,21500880,9,7,18,32,1610612757,f,17,20,21,12,22,34,2015,1610612754,Pacers
11,2,21500884,15,10,15,46,1610612739,f,23,15,10,14,16,42,2015,1610612754,Pacers
6,1,21500903,9,22,17,50,1610612749,f,23,21,6,12,10,48,2015,1610612754,Pacers
4,9,21500912,8,9,14,42,1610612766,f,24,19,10,8,13,36,2015,1610612754,Pacers
4,4,21500924,10,19,11,42,1610612764,f,28,21,8,4,21,40,2015,1610612754,Pacers
7,6,21500939,15,4,9,44,1610612759,f,18,19,11,16,11,28,2015,1610612754,Pacers
6,1,21500973,8,21,20,40,1610612742,f,25,21,16,19,17,40,2015,1610612754,Pacers
5,6,21500984,19,14,17,34,1610612737,f,14,13,5,9,17,40,2015,1610612754,Pacers
7,3,21500997,23,11,15,44,1610612738,f,18,21,12,6,9,42,2015,1610612754,Pacers
7,5,21501012,24,10,17,36,1610612761,f,32,21,18,7,20,36,2015,1610612754,Pacers
2,4,21501031,12,15,12,32,1610612760,f,18,25,9,15,24,40,2015,1610612754,Pacers
5,4,21501045,8,2,12,36,1610612755,f,20,17,12,10,15,36,2015,1610612754,Pacers
6,0,21501068,10,11,12,40,1610612740,f,12,16,2,9,19,28,2015,1610612754,Pacers
4,1,21501082,14,18,23,64,1610612751,f,26,23,8,15,24,48,2015,1610612754,Pacers
6,3,21501093,13,20,19,54,1610612745,f,23,18,20,12,25,44,2015,1610612754,Pacers
6,6,21501107,18,5,6,36,1610612741,f,16,19,14,15,22,52,2015,1610612754,Pacers
4,6,21501123,15,12,25,56,1610612753,f,18,18,22,10,17,44,2015,1610612754,Pacers
4,1,21501138,11,3,11,24,1610612755,f,24,22,10,18,23,52,2015,1610612754,Pacers
3,9,21501151,10,9,11,38,1610612752,f,18,18,10,12,6,28,2015,1610612754,Pacers
1,3,21501165,8,6,17,32,1610612739,f,24,19,15,10,16,46,2015,1610612754,Pacers
7,5,21501183,4,15,11,40,1610612761,f,28,19,11,10,22,40,2015,1610612754,Pacers
3,8,21501212,8,4,12,26,1610612752,f,10,17,15,18,17,46,2015,1610612754,Pacers
3,3,21501225,7,18,21,48,1610612749,f,14,15,8,14,16,52,2015,1610612754,Pacers
6,5,21000013,8,22,32,40,1610612759,f,26,21,10,24,13,38,2010,1610612754,Pacers
11,7,21000019,11,7,14,42,1610612766,f,28,21,16,3,18,30,2010,1610612754,Pacers
6,11,21000034,12,15,21,40,1610612755,f,16,26,17,18,20,46,2010,1610612754,Pacers
5,8,21000057,11,24,13,46,1610612755,f,19,18,14,10,10,34,2010,1610612754,Pacers
9,2,21000068,6,9,28,30,1610612749,f,24,24,6,16,19,32,2010,1610612754,Pacers
7,4,21000101,15,10,21,46,1610612743,f,20,20,14,20,16,48,2010,1610612754,Pacers
4,9,21000122,17,5,17,44,1610612745,f,22,16,15,5,10,36,2010,1610612754,Pacers
7,3,21000132,12,7,11,36,1610612739,f,25,19,10,18,10,28,2010,1610612754,Pacers
6,8,21000152,14,6,23,20,1610612737,f,24,24,18,4,10,38,2010,1610612754,Pacers
14,3,21000168,8,8,20,28,1610612746,f,25,18,13,12,12,32,2010,1610612754,Pacers
5,5,21000183,6,5,12,24,1610612753,f,24,17,24,8,16,34,2010,1610612754,Pacers
2,10,21000196,8,12,15,18,1610612748,f,27,19,14,15,23,38,2010,1610612754,Pacers
6,6,21000203,14,19,9,46,1610612739,f,21,17,8,10,5,30,2010,1610612754,Pacers
5,6,21000227,19,16,12,40,1610612760,f,28,26,11,9,14,52,2010,1610612754,Pacers
6,5,21000249,10,19,16,42,1610612747,f,22,17,19,8,17,46,2010,1610612754,Pacers
6,3,21000259,21,9,16,42,1610612758,f,26,29,17,17,13,48,2010,1610612754,Pacers
9,6,21000271,19,13,26,36,1610612762,f,14,21,11,6,6,30,2010,1610612754,Pacers
7,3,21000285,6,18,26,24,1610612756,f,30,22,10,9,15,34,2010,1610612754,Pacers
8,2,21000302,21,16,18,48,1610612761,f,15,23,12,11,23,52,2010,1610612754,Pacers
7,10,21000319,20,2,12,30,1610612749,f,27,23,8,10,7,26,2010,1610612754,Pacers
9,10,21000330,17,8,19,36,1610612766,f,19,21,14,10,8,34,2010,1610612754,Pacers
4,7,21000342,15,14,18,26,1610612737,f,24,21,3,20,14,36,2010,1610612754,Pacers
5,5,21000356,14,16,16,40,1610612741,f,19,13,19,18,11,34,2010,1610612754,Pacers
6,5,21000367,15,4,6,34,1610612747,f,16,22,2,13,11,32,2010,1610612754,Pacers
